MI50_convolution_15x15_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,MaxFEval
RandomGreedyILS,0.5865001469778892,0.1961276428074752,0.0,25,0.0,walksize=1.0; no_improve=25; iterations=100000,25
RandomGreedyILS,0.7448546032528444,0.16407192927519088,0.1,49.1,4.8497843419337014,walksize=1.0; no_improve=25; iterations=100000,50
RandomGreedyILS,0.770666636766793,0.15875455001743122,0.1,95.76,14.373388108385779,walksize=1.0; no_improve=25; iterations=100000,100
RandomGreedyILS,0.851659937389582,0.14081150870429915,0.18,177.84,49.24423098916548,walksize=1.0; no_improve=25; iterations=100000,200
RandomGreedyILS,0.9373033736298368,0.07205763312577836,0.32,293.96,143.94442805244995,walksize=1.0; no_improve=25; iterations=100000,400
RandomGreedyILS,0.9116428750098835,0.10419381096039237,0.18,484.86,263.374491659961,walksize=0.05; no_improve=10; iterations=100000,800
RandomGreedyILS,0.9581797365144632,0.037332099126345275,0.3,623.72,469.70303427608735,walksize=0.05; no_improve=10; iterations=100000,1600
RandomGreedyILS,0.9637703810335075,0.038920196310362934,0.44,640.6,548.4031736016182,walksize=0.05; no_improve=10; iterations=100000,3200
RandomGreedyILS,0.9440407036519747,0.039203163295128025,0.22,704.32,599.4538480303278,walksize=0.05; no_improve=10; iterations=100000,6400
