MI50_convolution_15x15_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,MaxFEval
Genetic algorithm,0.7125180006467258,0.18143253980087906,0.08,29.92,3.5446999815476166,pop_size=8; reproductor=<function onepoint_crossover at 0x7f2b9db9c040>; selector=<function tournament8_selection at 0x7f2b9dba40d0>; mutation=0.02,25
Genetic algorithm,0.752876603912475,0.17389007383160493,0.1,44.6,9.733174912511899,pop_size=10; reproductor=<function onepoint_crossover at 0x7f2b9db9c040>; selector=<function tournament8_selection at 0x7f2b9dba40d0>; mutation=0.02,50
Genetic algorithm,0.8117945122949791,0.16322812729679068,0.12,93.2,16.956125857094616,pop_size=20; reproductor=<function onepoint_crossover at 0x7f2b9db9c040>; selector=<function tournament8_selection at 0x7f2b9dba40d0>; mutation=0.02,100
Genetic algorithm,0.9359527265635547,0.13041030896768524,0.26,178.4,34.48513433054768,pop_size=40; reproductor=<function onepoint_crossover at 0x7f2b9db9c040>; selector=<function tournament8_selection at 0x7f2b9dba40d0>; mutation=0.05,200
Genetic algorithm,0.9896147918990269,0.06730894657313528,0.42,332.8,78.11660567147457,pop_size=80; reproductor=<function onepoint_crossover at 0x7f2b9db9c040>; selector=<function tournament8_selection at 0x7f2b9dba40d0>; mutation=0.05,400
Genetic algorithm,1.0007505666091927,0.06291900778726642,0.42,545.28,204.94688610088463,pop_size=128; reproductor=<function twopoint_crossover at 0x7f2b9db9c0d0>; selector=<function tournament4_selection at 0x7f2b9dba4040>; mutation=0.02,800
Genetic algorithm,0.9975897760393582,0.05734079545481104,0.36,1075.2,346.70601555855615,pop_size=320; reproductor=<function twopoint_crossover at 0x7f2b9db9c0d0>; selector=<function tournament4_selection at 0x7f2b9dba4040>; mutation=0.02,1600
Genetic algorithm,1.0098716671381622,0.0630984579737303,0.42,1689.6,479.6297892060892,pop_size=640; reproductor=<function twopoint_crossover at 0x7f2b9db9c0d0>; selector=<function tournament4_selection at 0x7f2b9dba4040>; mutation=0.02,3200
Genetic algorithm,1.0147240632080208,0.06213930425721815,0.48,2816,517.1981028107319,pop_size=1280; reproductor=<function twopoint_crossover at 0x7f2b9db9c0d0>; selector=<function tournament4_selection at 0x7f2b9dba4040>; mutation=0.02,6400
