GEMM_A100_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,MaxFEval
Random sampling,0.7803966585675264,0.12285804780436815,0.0,25,0.0,NA,25
Random sampling,0.8224753090764361,0.07117529638199463,0.0,50,0.0,NA,50
Random sampling,0.8802329636677475,0.06381579501464246,0.0,100,0.0,NA,100
Random sampling,0.9188748935460286,0.0373033248179942,0.0,200,0.0,NA,200
Random sampling,0.9412130815229519,0.034117131626831734,0.0,400,0.0,NA,400
Random sampling,0.9631015686116904,0.02261940393786853,0.0,800,0.0,NA,800
Random sampling,0.9803669463710194,0.012118229128617082,0.06,1600,0.0,NA,1600
