convolution_A100_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,MaxFEval
BestMLS,0.5925812970514095,0.27884950895136124,0.0,25,0.0,iterations=10000,25
BestMLS,0.7567533029485838,0.15339790970121817,0.0,50,0.0,iterations=10000,50
BestMLS,0.8536220181753873,0.061871196686769526,0.04,98.64,7.153591933498892,iterations=10000,100
BestMLS,0.8814646838651082,0.03168883301544073,0.04,198.08,13.576450198781714,iterations=10000,200
BestMLS,0.8864798003579862,0.013676951422300535,0.0,400,0.0,iterations=10000,400
BestMLS,0.899111078276817,0.027884190728675123,0.04,777.26,112.53748763167312,iterations=10000,800
BestMLS,0.916527304837726,0.038191142003397634,0.14,1539.58,197.50330299485512,iterations=10000,1600
