convolution_TITAN_RTX_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,MaxFEval
Dual annealing,0.7189968838473078,0.20116245581522293,0.02,24.74,1.8384776310850235,iterations=1000000; method=COBYLA,25
Dual annealing,0.8479719435858949,0.12694523100325694,0.1,47.8,6.70668262531743,iterations=1000000; method=Powell,50
Dual annealing,0.8880157972385692,0.11259436662547477,0.08,95.2,18.968287175371078,iterations=1000000; method=Powell,100
Dual annealing,0.9479046502311208,0.062461548738179405,0.16,179.04,52.09683291717453,iterations=1000000; method=Powell,200
Dual annealing,0.9628870366204727,0.05409666247502625,0.32,340.28,114.40333946888374,iterations=1000000; method=Powell,400
Dual annealing,0.999034634032044,0.0023533292360044963,0.8,502.52,243.65367191309613,iterations=1000000; method=Powell,800
Dual annealing,0.9986250463627672,0.008101851773827683,0.94,526.54,384.3813056891104,iterations=1000000; method=Powell,1600
