convolution_GTX_Titan_X_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,MaxFEval
BestMLS,0.4962560877708962,0.23739268074813494,0.0,25,0.0,iterations=10000,25
BestMLS,0.5973588836664524,0.2756302439490749,0.0,50,0.0,iterations=10000,50
BestMLS,0.8580030024380986,0.1364221164481553,0.14,100,0.0,iterations=10000,100
BestMLS,0.9451425659036417,0.05417986428554568,0.44,179.34,33.75397784570232,iterations=10000,200
BestMLS,0.9685367204740328,0.044626548854186786,0.66,298.1,110.2779882563948,iterations=10000,400
BestMLS,0.9947644970617413,0.020933105942828323,0.94,348.36,226.1002811649228,iterations=10000,800
BestMLS,1.0,0.0,1.0,436.24,290.2633259082982,iterations=10000,1600
