convolution_K20_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,MaxFEval
RandomGreedyILS,0.5179271340685802,0.3019932189685136,0.02,25,0.0,walksize=1.0; no_improve=25; iterations=100000,25
RandomGreedyILS,0.7939075601291282,0.1677253321829735,0.0,50,0.0,walksize=1.0; no_improve=25; iterations=100000,50
RandomGreedyILS,0.9316342548755117,0.08185213102464176,0.08,98.3,8.666732077199525,walksize=1.0; no_improve=25; iterations=100000,100
RandomGreedyILS,0.9791990157306056,0.017265172856473176,0.16,189.74,33.9061188867022,walksize=1.0; no_improve=25; iterations=100000,200
RandomGreedyILS,0.9820736969351691,0.00916665738323894,0.2,379.44,66.71173442659156,walksize=1.0; no_improve=25; iterations=100000,400
RandomGreedyILS,0.9869521802441755,0.012093085181186375,0.44,549.44,311.006408490965,walksize=0.05; no_improve=10; iterations=100000,800
RandomGreedyILS,0.9960122571660807,0.008597749331663691,0.82,865.22,586.9315674744025,walksize=0.05; no_improve=10; iterations=100000,1600
