convolution_GTX_Titan_X_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,MaxFEval
RandomGreedyMLS,0.5026446852526958,0.3389490630689449,0.0,25,0.0,iterations=10000,25
RandomGreedyMLS,0.7216316531279614,0.17146877953550974,0.02,50,0.0,iterations=10000,50
RandomGreedyMLS,0.8928043191942742,0.10609734669628396,0.32,95.32,10.784418086729936,iterations=10000,100
RandomGreedyMLS,0.9410408825932376,0.07003151107295366,0.48,166.04,48.131181288691614,iterations=10000,200
RandomGreedyMLS,0.9853588025302862,0.036149930505520234,0.82,239.38,110.9250325992418,iterations=10000,400
RandomGreedyMLS,0.9965096647078275,0.017272680175695474,0.96,290.54,200.70774874967648,iterations=10000,800
RandomGreedyMLS,1.0,0.0,1.0,322.04,176.80531897068744,iterations=10000,1600
