Percentage,proportion_centr,sum_accept_centr,tot_centr,minima_centr,nr_of_nodes
0.0,0.0014077941057450416,0.0002044880329451542,0.9999999999999986,0.1452542187175402,8184
0.01,0.09266274524005808,0.013459654664067103,0.9999999999999986,0.1452542187175402,8184
0.02,0.17020619924599992,0.024723168492359702,0.9999999999999986,0.1452542187175402,8184
0.03,0.24094728672703147,0.034998609885646105,0.9999999999999986,0.1452542187175402,8184
0.04,0.3021113513273234,0.04388294830275067,0.9999999999999986,0.1452542187175402,8184
0.05,0.3717956962200074,0.0540048933769811,0.9999999999999986,0.1452542187175402,8184
0.06,0.5770227135992775,0.08381498344613801,0.9999999999999986,0.1452542187175402,8184
0.07,0.7144762119418234,0.10378068395787723,0.9999999999999986,0.1452542187175402,8184
0.08,0.8018124027067951,0.11646663411320925,0.9999999999999986,0.1452542187175402,8184
0.09,0.8419090208625466,0.12229083705663847,0.9999999999999986,0.1452542187175402,8184
0.1,0.8840267605632975,0.12840861643101978,0.9999999999999986,0.1452542187175402,8184
0.11,0.9110716812309163,0.1323370052528726,0.9999999999999986,0.1452542187175402,8184
0.12,0.9370553121227263,0.1361112372575074,0.9999999999999986,0.1452542187175402,8184
0.13,0.9649557283651303,0.14016389042069197,0.9999999999999986,0.1452542187175402,8184
0.14,0.9714772404082104,0.14111116755736658,0.9999999999999986,0.1452542187175402,8184
0.15,0.984811352305909,0.14304800356335906,0.9999999999999986,0.1452542187175402,8184
