Percentage,proportion_centr,sum_accept_centr,tot_centr,minima_centr,nr_of_nodes
0.0,0.016750974928669986,8.807927035384945e-05,1.0000000000000566,0.005258157852239283,82944
0.01,0.02825443436738688,0.00014856627592945478,1.0000000000000566,0.005258157852239283,82944
0.02,0.09027940265999836,0.00047470334999214235,1.0000000000000566,0.005258157852239283,82944
0.03,0.15685823974891597,0.0008247853850241945,1.0000000000000566,0.005258157852239283,82944
0.04,0.2197272222299496,0.0011553604189191353,1.0000000000000566,0.005258157852239283,82944
0.05,0.2288406192631902,0.0012032800990900436,1.0000000000000566,0.005258157852239283,82944
0.06,0.2288406192631902,0.0012032800990900436,1.0000000000000566,0.005258157852239283,82944
0.07,0.2288406192631902,0.0012032800990900436,1.0000000000000566,0.005258157852239283,82944
0.08,0.2288406192631902,0.0012032800990900436,1.0000000000000566,0.005258157852239283,82944
0.09,0.2288406192631902,0.0012032800990900436,1.0000000000000566,0.005258157852239283,82944
0.1,0.2288406192631902,0.0012032800990900436,1.0000000000000566,0.005258157852239283,82944
0.11,0.2288406192631902,0.0012032800990900436,1.0000000000000566,0.005258157852239283,82944
0.12,0.2288406192631902,0.0012032800990900436,1.0000000000000566,0.005258157852239283,82944
0.13,0.2288406192631902,0.0012032800990900436,1.0000000000000566,0.005258157852239283,82944
0.14,0.2288406192631902,0.0012032800990900436,1.0000000000000566,0.005258157852239283,82944
0.15,0.2288406192631902,0.0012032800990900436,1.0000000000000566,0.005258157852239283,82944
