Percentage,proportion_centr,sum_accept_centr,tot_centr,minima_centr,nr_of_nodes
0.0,0.016056366613179336,0.002138335624856492,1.0000000000000027,0.13317680620852979,8184
0.01,0.016056366613179336,0.002138335624856492,1.0000000000000027,0.13317680620852979,8184
0.02,0.08372047909879063,0.011149626020624907,1.0000000000000027,0.13317680620852979,8184
0.03,0.10249951266220936,0.013650557734283801,1.0000000000000027,0.13317680620852979,8184
0.04,0.10249951266220936,0.013650557734283801,1.0000000000000027,0.13317680620852979,8184
0.05,0.10249951266220936,0.013650557734283801,1.0000000000000027,0.13317680620852979,8184
0.06,0.10249951266220936,0.013650557734283801,1.0000000000000027,0.13317680620852979,8184
0.07,0.10803283969721351,0.014387468556512968,1.0000000000000027,0.13317680620852979,8184
0.08,0.11814287182035552,0.01573389034533866,1.0000000000000027,0.13317680620852979,8184
0.09,0.11814287182035552,0.01573389034533866,1.0000000000000027,0.13317680620852979,8184
0.1,0.12309789114562787,0.016393783993779977,1.0000000000000027,0.13317680620852979,8184
0.11,0.12309789114562787,0.016393783993779977,1.0000000000000027,0.13317680620852979,8184
0.12,0.1924869953549359,0.025634803278046472,1.0000000000000027,0.13317680620852979,8184
0.13,0.22561398840799654,0.03004655041214524,1.0000000000000027,0.13317680620852979,8184
0.14,0.23717487945703403,0.03158619295898083,1.0000000000000027,0.13317680620852979,8184
0.15,0.23717487945703403,0.03158619295898083,1.0000000000000027,0.13317680620852979,8184
