Percentage,proportion_centr,sum_accept_centr,tot_centr,minima_centr,nr_of_nodes
0.0,0.00938118029094627,0.0011013246704410266,1.0000000000000044,0.11739723961002108,8184
0.01,0.06775848419082227,0.007954659004161787,1.0000000000000044,0.11739723961002108,8184
0.02,0.18323985281068367,0.021511852906520825,1.0000000000000044,0.11739723961002108,8184
0.03,0.29454808095102664,0.034579131636079556,1.0000000000000044,0.11739723961002108,8184
0.04,0.3854427742924769,0.04524991772956519,1.0000000000000044,0.11739723961002108,8184
0.05,0.4609596915097301,0.05411539535472918,1.0000000000000044,0.11739723961002108,8184
0.06,0.5520400224108396,0.06480797478528674,1.0000000000000044,0.11739723961002108,8184
0.07,0.6302518727451643,0.07398983011932855,1.0000000000000044,0.11739723961002108,8184
0.08,0.6431858043895141,0.07550823799167994,1.0000000000000044,0.11739723961002108,8184
0.09,0.6792163772518721,0.0797381277872885,1.0000000000000044,0.11739723961002108,8184
0.1,0.7240787904877386,0.0850048512634233,1.0000000000000044,0.11739723961002108,8184
0.11,0.7689812751466376,0.09027627901400936,1.0000000000000044,0.11739723961002108,8184
0.12,0.7810489536040028,0.09169299115340536,1.0000000000000044,0.11739723961002108,8184
0.13,0.7921047736315029,0.09299091390625905,1.0000000000000044,0.11739723961002108,8184
0.14,0.8005194192631295,0.09397877007570854,1.0000000000000044,0.11739723961002108,8184
0.15,0.8427055754018994,0.09893130835615746,1.0000000000000044,0.11739723961002108,8184
