Percentage,proportion_centr,sum_accept_centr,tot_centr,minima_centr,nr_of_nodes
0.0,0.03405679291505597,0.0001224085248380198,1.0000000000000406,0.003594246972794227,82944
0.01,0.06870821856250241,0.00024695430657435837,1.0000000000000406,0.003594246972794227,82944
0.02,0.06870821856250241,0.00024695430657435837,1.0000000000000406,0.003594246972794227,82944
0.03,0.06870821856250241,0.00024695430657435837,1.0000000000000406,0.003594246972794227,82944
0.04,0.06870821856250241,0.00024695430657435837,1.0000000000000406,0.003594246972794227,82944
0.05,0.06870821856250241,0.00024695430657435837,1.0000000000000406,0.003594246972794227,82944
0.06,0.1035449891084106,0.000372166263650916,1.0000000000000406,0.003594246972794227,82944
0.07,0.1035449891084106,0.000372166263650916,1.0000000000000406,0.003594246972794227,82944
0.08,0.15326029797706528,0.0005508553620536081,1.0000000000000406,0.003594246972794227,82944
0.09,0.15326029797706528,0.0005508553620536081,1.0000000000000406,0.003594246972794227,82944
0.1,0.19707706784038748,0.0007083436544924751,1.0000000000000406,0.003594246972794227,82944
0.11,0.23751299786825053,0.0008536803735872411,1.0000000000000406,0.003594246972794227,82944
0.12,0.23751299786825053,0.0008536803735872411,1.0000000000000406,0.003594246972794227,82944
0.13,0.27866686791168493,0.0010015975464096223,1.0000000000000406,0.003594246972794227,82944
0.14,0.35039301636629133,0.0012593990383627806,1.0000000000000406,0.003594246972794227,82944
0.15,0.4306538915036089,0.0015478764458588996,1.0000000000000406,0.003594246972794227,82944
