Percentage,proportion_centr,sum_accept_centr,tot_centr,minima_centr,nr_of_nodes
0.0,0.07927829840580146,0.005496163167510207,1.0000000000000022,0.06932746133597649,864
0.01,0.07927829840580146,0.005496163167510207,1.0000000000000022,0.06932746133597649,864
0.02,0.07927829840580146,0.005496163167510207,1.0000000000000022,0.06932746133597649,864
0.03,0.07927829840580146,0.005496163167510207,1.0000000000000022,0.06932746133597649,864
0.04,0.11819153599739737,0.00819391914209924,1.0000000000000022,0.06932746133597649,864
0.05,0.11819153599739737,0.00819391914209924,1.0000000000000022,0.06932746133597649,864
0.06,0.11819153599739737,0.00819391914209924,1.0000000000000022,0.06932746133597649,864
0.07,0.11819153599739737,0.00819391914209924,1.0000000000000022,0.06932746133597649,864
0.08,0.11819153599739737,0.00819391914209924,1.0000000000000022,0.06932746133597649,864
0.09,0.11819153599739737,0.00819391914209924,1.0000000000000022,0.06932746133597649,864
0.1,0.11819153599739737,0.00819391914209924,1.0000000000000022,0.06932746133597649,864
0.11,0.11819153599739737,0.00819391914209924,1.0000000000000022,0.06932746133597649,864
0.12,0.11819153599739737,0.00819391914209924,1.0000000000000022,0.06932746133597649,864
0.13,0.11819153599739737,0.00819391914209924,1.0000000000000022,0.06932746133597649,864
0.14,0.2278106829378598,0.015793536313296875,1.0000000000000022,0.06932746133597649,864
0.15,0.2278106829378598,0.015793536313296875,1.0000000000000022,0.06932746133597649,864
