Percentage,proportion_centr,sum_accept_centr,tot_centr,minima_centr,nr_of_nodes
0.0,0.02952455612331693,0.0009314935619445232,1.000000000000003,0.031549790555830876,18432
0.01,0.02952455612331693,0.0009314935619445232,1.000000000000003,0.031549790555830876,18432
0.02,0.02952455612331693,0.0009314935619445232,1.000000000000003,0.031549790555830876,18432
0.03,0.02952455612331693,0.0009314935619445232,1.000000000000003,0.031549790555830876,18432
0.04,0.02952455612331693,0.0009314935619445232,1.000000000000003,0.031549790555830876,18432
0.05,0.02952455612331693,0.0009314935619445232,1.000000000000003,0.031549790555830876,18432
0.06,0.02952455612331693,0.0009314935619445232,1.000000000000003,0.031549790555830876,18432
0.07,0.02952455612331693,0.0009314935619445232,1.000000000000003,0.031549790555830876,18432
0.08,0.02952455612331693,0.0009314935619445232,1.000000000000003,0.031549790555830876,18432
0.09,0.07712957662017482,0.0024334219880264253,1.000000000000003,0.031549790555830876,18432
0.1,0.10681290077893414,0.003369924648236117,1.000000000000003,0.031549790555830876,18432
0.11,0.152511509879381,0.004811706194048002,1.000000000000003,0.031549790555830876,18432
0.12,0.152511509879381,0.004811706194048002,1.000000000000003,0.031549790555830876,18432
0.13,0.152511509879381,0.004811706194048002,1.000000000000003,0.031549790555830876,18432
0.14,0.17258012750211793,0.005444866876790409,1.000000000000003,0.031549790555830876,18432
0.15,0.2090471328633752,0.006595393258136437,1.000000000000003,0.031549790555830876,18432
