convolution_GTX_Titan_X_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,MaxFEval
PSO,0.652573987116964,0.150859077669017,0.0,25.48,3.394112549695428,nr_particles=25; k=5; scaling=10,25
PSO,0.749999112567055,0.11540018711802504,0.0,65.88,8.257686586151236,nr_particles=25; k=5; scaling=10,50
PSO,0.8151272184201163,0.07196301191969352,0.02,102.34,2.1722742714040697,nr_particles=10; k=5; scaling=10,100
PSO,0.87292712764894,0.0517773432442644,0.06,205.12,4.307752858959942,nr_particles=20; k=10; scaling=1000,200
PSO,0.9027431079196601,0.05101268144941264,0.06,409.96,8.506803999488545,nr_particles=40; k=20; scaling=100,400
PSO,0.950423885679578,0.05097709333502804,0.28,819.42,15.850178650895582,nr_particles=80; k=26; scaling=1000,800
PSO,0.9720656806055555,0.0385715688635292,0.4,1640.34,24.21806544457156,nr_particles=160; k=32; scaling=10,1600
