pnpoly_K20_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,MaxFEval
RandomGreedyILS,0.7304455499764586,0.19091139782879596,0.0,25,0.0,walksize=1.0; no_improve=25; iterations=100000,25
RandomGreedyILS,0.9032388385782131,0.08959190605480181,0.08,50,0.0,walksize=1.0; no_improve=25; iterations=100000,50
RandomGreedyILS,0.9795027321761258,0.03098899612969418,0.36,99.46,1.5281040674038946,walksize=1.0; no_improve=25; iterations=100000,100
RandomGreedyILS,0.9924227912869812,0.014913108662934953,0.28,168.74,39.588603802362215,walksize=1.0; no_improve=25; iterations=100000,200
RandomGreedyILS,0.9973710689806804,0.007339646619523673,0.48,237.08,115.11730308423559,walksize=1.0; no_improve=25; iterations=100000,400
RandomGreedyILS,0.9929483338484998,0.019766241446846432,0.48,425.06,264.4708548426924,walksize=0.05; no_improve=10; iterations=100000,800
RandomGreedyILS,0.9994251551942982,0.003424514270201369,0.6,539.26,413.91440552611937,walksize=0.05; no_improve=10; iterations=100000,1600
RandomGreedyILS,0.9998969496564684,0.00011743676553226494,0.56,507.78,367.9282477742149,walksize=0.05; no_improve=10; iterations=100000,3200
RandomGreedyILS,0.9999110019760409,0.00011483423263247754,0.62,483.56,362.7191616169204,walksize=0.05; no_improve=10; iterations=100000,6400
