pnpoly_V100_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,MaxFEval
RandomGreedyILS,0.925086715453949,0.09453285219937745,0.0,25,0.0,walksize=1.0; no_improve=25; iterations=100000,25
RandomGreedyILS,0.9701997108525741,0.023150390002037002,0.02,50,0.0,walksize=1.0; no_improve=25; iterations=100000,50
RandomGreedyILS,0.9807585856923186,0.019483993669455402,0.04,99.64,1.2739141034061687,walksize=1.0; no_improve=25; iterations=100000,100
RandomGreedyILS,0.9876429278339726,0.008438890994508542,0.04,196.12,16.764442448594732,walksize=1.0; no_improve=25; iterations=100000,200
RandomGreedyILS,0.9938327599287919,0.006386662590081217,0.2,336.78,103.25998296355009,walksize=1.0; no_improve=25; iterations=100000,400
RandomGreedyILS,0.9978137074526497,0.0023005509852917845,0.06,525.26,244.04096427628286,walksize=0.05; no_improve=10; iterations=100000,800
RandomGreedyILS,0.9986506339543202,0.0008990079429391422,0.2,633.76,506.6355434407963,walksize=0.05; no_improve=10; iterations=100000,1600
RandomGreedyILS,0.9988949932823151,0.000690248885472755,0.24,698.68,594.6549141634798,walksize=0.05; no_improve=10; iterations=100000,3200
RandomGreedyILS,0.9987254873555255,0.0006811261067323295,0.14,707.82,568.513733253612,walksize=0.05; no_improve=10; iterations=100000,6400
