GEMM_V100_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings
iRace,0.925046796159887,0.03628797732730252,0.05,375.5263157894737,11.829193740969986,firstTest=2; nbConfigurations=0
iRace,0.9613659139077891,0.020361946618764674,0.0,778.6,6.081897210921155,firstTest=2; nbConfigurations=0
iRace,0.9892847615668822,0.013912868115281059,0.5,1562.95,13.315898688963387,firstTest=2; nbConfigurations=0
iRace,0.9951794809994665,0.009468169287961105,0.7,3162.7368421052633,7.872893758990457,firstTest=2; nbConfigurations=0
iRace,0.9976206495828963,0.010371348019426298,0.9,6363.315789473684,0.6710382982072027,firstTest=2; nbConfigurations=0
