GEMM_K20_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings
iRace,0.9277817968409888,0.0419677330909303,0.0,380.6842105263158,8.069507981551755,firstTest=2; nbConfigurations=0
iRace,0.9589305021405826,0.030745423322582455,0.15,777.25,6.180401962740985,firstTest=2; nbConfigurations=0
iRace,0.9714127141742821,0.028791274339463824,0.15,1566.5,4.006573545930159,firstTest=2; nbConfigurations=0
iRace,0.9899552760820283,0.01753443333328191,0.25,3159.05,14.529371341491254,firstTest=2; nbConfigurations=0
iRace,0.9974981510937976,0.009249190634339504,0.45,6363.684210526316,0.8200698871944031,firstTest=2; nbConfigurations=0
