GEMM_GTX_Titan_X_processed,,,,,,,,
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,,
iRace,0.93569154381145,0.045067868585375,0.1,376.8,11.9850784420945,firstTest=2, nbConfigurations=0,400
iRace,0.977641424347186,0.019038135958436,0.3,771.894736842105,11.8269688839726,firstTest=2, nbConfigurations=0,800
iRace,0.987862630572428,0.012962291727189,0.5,1569.15,4.14570164209427,firstTest=2, nbConfigurations=0,1600
iRace,0.997803880027622,0.00657818483783,0.85,3162.26315789474,6.6653507473197,firstTest=2, nbConfigurations=0,3200
iRace,1,0,0.65,6363.69230769231,0.85485041426511,firstTest=2, nbConfigurations=0,6400
