pnpoly_A100_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,MaxFEval
BestILS,0.9715692808415461,0.015410145248626156,0.0,25,0.0,walksize=1.0; no_improve=25; iterations=100000,25
BestILS,0.9828499252088934,0.011931823013221664,0.02,49.22,5.5154328932550705,walksize=1.0; no_improve=25; iterations=100000,50
BestILS,0.9871374042653247,0.009592426269145422,0.1,99.96,0.282842712474619,walksize=1.0; no_improve=25; iterations=100000,100
BestILS,0.9929220991518483,0.006036004764808444,0.1,196.62,14.98828113656037,walksize=1.0; no_improve=25; iterations=100000,200
BestILS,0.996366684112941,0.004606675011329991,0.18,374.3,70.01115071536674,walksize=1.0; no_improve=25; iterations=100000,400
BestILS,0.9995333794324971,0.0005567017230403145,0.56,592.14,227.59129229065556,walksize=0.05; no_improve=25; iterations=100000,800
BestILS,0.9998402218213532,0.0004089137579888598,0.86,840.46,452.7317180974054,walksize=0.05; no_improve=25; iterations=100000,1600
