pnpoly_K20_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,MaxFEval
RandomGreedyILS,0.7503331052740263,0.17587864379559842,0.0,25,0.0,walksize=1.0; no_improve=25; iterations=100000,25
RandomGreedyILS,0.9082708785351139,0.07489680774580644,0.06,49.98,0.1414213562373095,walksize=1.0; no_improve=25; iterations=100000,50
RandomGreedyILS,0.9861856072041486,0.024277832652923347,0.6,93.94,13.695537780680276,walksize=1.0; no_improve=25; iterations=100000,100
RandomGreedyILS,0.9933638259800723,0.017503590983095736,0.82,134.74,47.28973224189585,walksize=1.0; no_improve=25; iterations=100000,200
RandomGreedyILS,1.0,0.0,1.0,151.1,76.32670113480897,walksize=1.0; no_improve=25; iterations=100000,400
RandomGreedyILS,0.9990236223299905,0.004807784209092436,0.94,318.02,241.72116589330014,walksize=0.05; no_improve=10; iterations=100000,800
RandomGreedyILS,1.0,0.0,1.0,402,289.4892053255181,walksize=0.05; no_improve=10; iterations=100000,1600
