pnpoly_TITAN_RTX_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,MaxFEval
BestILS,0.9850518544595418,0.013895263859241891,0.0,25,0.0,walksize=1.0; no_improve=25; iterations=100000,25
BestILS,0.9934641156603667,0.008884040861488947,0.0,50,0.0,walksize=1.0; no_improve=25; iterations=100000,50
BestILS,0.9969349588604967,0.003125607028562946,0.08,99.96,0.282842712474619,walksize=1.0; no_improve=25; iterations=100000,100
BestILS,0.9989355495336646,0.0008397676746345247,0.2,187.36,29.769015531493242,walksize=1.0; no_improve=25; iterations=100000,200
BestILS,0.9992759339867402,0.00045990654056134216,0.28,356.82,91.11837781430377,walksize=1.0; no_improve=25; iterations=100000,400
BestILS,0.9998162003768949,0.00037176694028167776,0.8,366.34,261.1913529524721,walksize=0.05; no_improve=25; iterations=100000,800
BestILS,0.9999479501144575,0.0002085433883271781,0.94,539.16,458.9227563833925,walksize=0.05; no_improve=25; iterations=100000,1600
