pnpoly_TITAN_RTX_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,MaxFEval
Random sampling,0.9942388579825369,0.0037869219427371687,0.0,25,0.0,NA,25
Random sampling,0.9960716954072416,0.0026294253103263205,0.0,50,0.0,NA,50
Random sampling,0.9981714733451379,0.0010949445068248627,0.0,100,0.0,NA,100
Random sampling,0.9983583939699284,0.0009338688426055763,0.02,200,0.0,NA,200
Random sampling,0.9988367503798169,0.0006529909409294928,0.0,400,0.0,NA,400
Random sampling,0.9993480931591455,0.0004997475141348328,0.18,800,0.0,NA,800
Random sampling,0.9994247648625537,0.0004042232326070918,0.1,1600,0.0,NA,1600
