pnpoly_V100_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,MaxFEval
BestMLS,0.8733972638798818,0.1203131023119969,0.0,25,0.0,iterations=10000,25
BestMLS,0.9662610280596302,0.025630104722994575,0.0,50,0.0,iterations=10000,50
BestMLS,0.979832845958976,0.0160731958666076,0.02,100,0.0,iterations=10000,100
BestMLS,0.9895941997885628,0.009576578647162057,0.26,195.02,12.922832190999568,iterations=10000,200
BestMLS,0.9963894642424822,0.005845643795454288,0.56,329.1,98.74544680797248,iterations=10000,400
BestMLS,0.9989491795961538,0.002887021126347077,0.8,464.42,241.3881699077827,iterations=10000,800
BestMLS,1.0,0.0,1.0,471.94,315.95152108111364,iterations=10000,1600
