pnpoly_TITAN_RTX_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,MaxFEval
BestMLS,0.9540818979756,0.09176124692718018,0.0,25,0.0,iterations=10000,25
BestMLS,0.9918847241846098,0.006725316723183168,0.04,50,0.0,iterations=10000,50
BestMLS,0.9967393663017546,0.002349925110250042,0.04,99.96,0.282842712474619,iterations=10000,100
BestMLS,0.9991272834047911,0.0004798776527846813,0.2,190.82,24.216447438272446,iterations=10000,200
BestMLS,0.9992736369576686,0.0004605913996875084,0.28,345.4,104.53687953862728,iterations=10000,400
BestMLS,0.9997699637166536,0.0003988890184877392,0.74,545.24,235.30098484576675,iterations=10000,800
BestMLS,0.9998508361917404,0.0003452471296134025,0.84,829,495.52853662755376,iterations=10000,1600
