pnpoly_A100_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,MaxFEval
Random sampling,0.9810589656205471,0.009976938013951716,0.0,25,0.0,NA,25
Random sampling,0.989489282934377,0.006163012602711677,0.02,50,0.0,NA,50
Random sampling,0.9920166585090836,0.005551350595850726,0.0,100,0.0,NA,100
Random sampling,0.9947242763633798,0.0033340347702119468,0.02,200,0.0,NA,200
Random sampling,0.9968062587037484,0.0026051673380821294,0.1,400,0.0,NA,400
Random sampling,0.9986883346347234,0.0008569687783523265,0.14,800,0.0,NA,800
Random sampling,0.9989516565274607,0.0006513090396699439,0.2,1600,0.0,NA,1600
