GEMM_V100_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,MaxFEval
BestMLS,0.662456536256035,0.27498796936765896,0.0,25,0.0,iterations=10000,25
BestMLS,0.779801320336137,0.22280410526079913,0.0,50,0.0,iterations=10000,50
BestMLS,0.9185688811659013,0.06611627010608792,0.04,99.18,5.516912771705951,iterations=10000,100
BestMLS,0.9641125394781069,0.03353474199540172,0.2,188.76,25.108385460004456,iterations=10000,200
BestMLS,0.9807978087571173,0.01660225701715437,0.22,375.6,73.19947585403958,iterations=10000,400
BestMLS,0.9894871367654402,0.009772358392944155,0.34,679.28,199.7308433765761,iterations=10000,800
BestMLS,0.9958209725258219,0.007271060958871731,0.7,1000.72,521.669808775393,iterations=10000,1600
