GEMM_A100_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,MaxFEval
Simulated annealing,0.7914605243312252,0.08730385156736649,0.0,25,0.0,hillclimb=None; explore=32; nbour_method=Hamming,25
Simulated annealing,0.8942970052374976,0.16009725182609474,0.02,50,0.0,hillclimb=<function RandomGreedyHillclimb at 0x7fc122e640d0>; explore=32; nbour_method=Hamming,50
Simulated annealing,0.9652927713834661,0.059043278961934766,0.02,99.44,3.9597979746446663,hillclimb=<function RandomGreedyHillclimb at 0x7fc122e640d0>; explore=32; nbour_method=Hamming,100
Simulated annealing,0.99465950257507,0.004477614866160289,0.12,190.62,34.44835827372768,hillclimb=<function RandomGreedyHillclimb at 0x7fc122e640d0>; explore=32; nbour_method=Hamming,200
Simulated annealing,0.9968874034481366,0.0030591932602771943,0.14,378.48,71.75873409117072,hillclimb=<function RandomGreedyHillclimb at 0x7fc122e640d0>; explore=22; nbour_method=Hamming,400
Simulated annealing,0.9991315063806478,0.001601276095407041,0.34,696.4,182.15949503842248,hillclimb=<function RandomGreedyHillclimb at 0x7fc122e640d0>; explore=3; nbour_method=Hamming,800
Simulated annealing,0.9998428395506698,0.0002678301162696645,0.74,980.86,542.8791728612645,hillclimb=<function RandomGreedyHillclimb at 0x7fc122e640d0>; explore=3; nbour_method=Hamming,1600
