GEMM_RTX_2070_SUPER_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,MaxFEval
RandomGreedyMLS,0.5551897272139669,0.32134900756511914,0.01,25,0.0,iterations=10000,25
RandomGreedyMLS,0.756919806405692,0.23555421325836012,0.05,49.9,0.7177405625652734,iterations=10000,50
RandomGreedyMLS,0.8547522144203249,0.14046739085849463,0.11,74.46,3.0165201705597693,iterations=10000,75
RandomGreedyMLS,0.8879620453896252,0.09179434785003913,0.15,98.07,6.752859476629964,iterations=10000,100
RandomGreedyMLS,0.914089878736976,0.06590620507694778,0.15,144.37,17.533606980235806,iterations=10000,150
RandomGreedyMLS,0.9407658227662031,0.058050912324398615,0.29,181.03,38.750811004872574,iterations=10000,200
RandomGreedyMLS,0.9815470145687748,0.03663678160008463,0.6,287.37,122.58995089568337,iterations=10000,400
RandomGreedyMLS,0.9890839178605374,0.02413416312500731,0.66,413.15,195.4145231516477,iterations=10000,600
RandomGreedyMLS,0.9929374185713807,0.021822786617277372,0.77,509.66,251.186043973125,iterations=10000,800
RandomGreedyMLS,0.9958690953642846,0.014606520680893973,0.83,489.9,336.0713758965046,iterations=10000,1000
RandomGreedyMLS,0.9999514354000621,0.0004856459993785589,0.99,547.84,439.6706921955995,iterations=10000,2000
